Headline,Body ID,Stance,Agree,Disagree,Discuss,Unrelated
a california senate bill gives the state the right to seize children from their families see example( s ),6252,agree,0.81749643,0.0243236175,0.151869222,0.00631076735
a california senate bill gives the state the right to seize children from their families see example( s ),6253,unrelated,0.127738409795,0.327929063215,0.0091708925,0.535161645
a california senate bill gives the state the right to seize children from their families see example( s ),6254,agree,0.503672225,0.017750962500000002,0.474341715,0.00423506515
a california senate bill gives the state the right to seize children from their families see example( s ),6255,agree,0.48416099999999995,0.415814984,0.07738207700000001,0.022641930220499998
a video shows a muslim man slapping a christian woman.,6256,agree,0.61892931,0.0343052961,0.2772949,0.06947051158411999
a video shows a muslim man slapping a christian woman.,6257,discuss,0.3811068225,0.027643387549999995,0.521730786,0.06951901922999999
"a man working as santa claus in a wisconsin mall beat up a child molester after a child confided that her stepfather had been ""touching"" her.",6258,unrelated,0.309701120215,0.0040235036,0.17886209651100002,0.5074132690000001
"brothers in limpopo, south africa, were arrested for raping a crocodile.",6259,unrelated,0.190174468195,0.017783836499999997,0.29061796830000003,0.5014237020000001
"brothers in limpopo, south africa, were arrested for raping a crocodile.",6260,unrelated,0.117237743625,0.0311426159785,0.027193500650000004,0.8244261500000001
"people for the ethical treatment of animals (peta) ""rescued"" a number of lobsters headed to dinner plates before promptly killing them all by releasing them into lethal freshwater in nebraska. see example( s )",6261,unrelated,0.429379653,0.0641321265,0.056329655,0.45015857
"people for the ethical treatment of animals (peta) ""rescued"" a number of lobsters headed to dinner plates before promptly killing them all by releasing them into lethal freshwater in nebraska. see example( s )",6262,agree,0.42532087,0.3049872652,0.10727131150000001,0.16242056375000002
mcdonald's released a holiday cup that unintentionally featured a risqué image.,6263,unrelated,0.0298708127,0.443064958015,0.0484320525,0.47863219
mcdonald's released a holiday cup that unintentionally featured a risqué image.,6264,unrelated,0.0369327706,0.41426181678,0.01418745845,0.534617945
mcdonald's released a holiday cup that unintentionally featured a risqué image.,6265,discuss,0.238839165,0.1907338,0.46452555,0.10590152437999999
"a number advertised on a facebook page lets callers ""leave messages"" for santa claus. see example( s )",6266,agree,0.609912775,0.0646694685,0.2289243725,0.09649336585000001
"a number advertised on a facebook page lets callers ""leave messages"" for santa claus. see example( s )",6267,agree,0.6001785,0.178516785,0.083662015,0.13764270659000002
"a number advertised on a facebook page lets callers ""leave messages"" for santa claus. see example( s )",6268,unrelated,0.11450387245,0.32963433942000003,0.020506213,0.5353555799999999
"a number advertised on a facebook page lets callers ""leave messages"" for santa claus. see example( s )",6269,unrelated,0.31732707605,0.09394823832,0.035893137,0.55283155
every single person who has cancer has a ph that is too acidic. see example( s ),6270,agree,0.49640216,0.1328229,0.197062225,0.173712725
every single person who has cancer has a ph that is too acidic. see example( s ),6271,agree,0.459252525,0.09387940550000001,0.20275870000000001,0.244109355
every single person who has cancer has a ph that is too acidic. see example( s ),6272,unrelated,0.105228345,0.141620582,0.06490963699999999,0.68824145
every single person who has cancer has a ph that is too acidic. see example( s ),6273,unrelated,0.23197369419,0.021216346320000003,0.01759527905,0.72921467
every single person who has cancer has a ph that is too acidic. see example( s ),6274,unrelated,0.16442113619999998,0.080151181835,0.024644039800000003,0.7307836000000001
every single person who has cancer has a ph that is too acidic. see example( s ),6275,unrelated,0.23239666485,0.05060452645499999,0.029929346800000006,0.6870695099999999
every single person who has cancer has a ph that is too acidic. see example( s ),6276,discuss,0.208124975,0.20042886125,0.48790019,0.10354595399000001
every single person who has cancer has a ph that is too acidic. see example( s ),6277,agree,0.44299929999999993,0.24220432975,0.2700948725,0.0447015121
every single person who has cancer has a ph that is too acidic. see example( s ),6278,agree,0.6292572,0.206008892,0.10128323,0.0634506282275
every single person who has cancer has a ph that is too acidic. see example( s ),6279,agree,0.5029246700000001,0.2408534645,0.210972425,0.045249443910499995
every single person who has cancer has a ph that is too acidic. see example( s ),6280,agree,0.6285249199999999,0.2802112668,0.066781785,0.02448205575
every single person who has cancer has a ph that is too acidic. see example( s ),6281,agree,0.5600428900000001,0.024114132000000003,0.2764258285,0.13941719605
every single person who has cancer has a ph that is too acidic. see example( s ),6282,agree,0.679393115,0.030862122,0.06380285,0.22594194199999998
"a video shows a ""pizzagate"" survivor recounting her story of sexual abuse.",6283,unrelated,0.28282542575999997,0.02636378734525,0.045074676315,0.6457361349999999
"a video shows a ""pizzagate"" survivor recounting her story of sexual abuse.",6284,agree,0.4652552875,0.02811284165,0.04752047,0.45911136
a tennessee boy died in the arms of a local man portraying santa claus during a hospital visit.,6285,disagree,0.055922165,0.4729942922,0.4566199523,0.014463544115
a tennessee boy died in the arms of a local man portraying santa claus during a hospital visit.,6286,unrelated,0.140816034,0.032025772684999995,0.0121118526,0.8150463499999999
a tennessee boy died in the arms of a local man portraying santa claus during a hospital visit.,6287,agree,0.45981625,0.276230085,0.1985369785,0.06541669900000001
mcdonald's has a burger filled with nutella. see example( s ),6288,agree,0.88618035,0.037015278,0.0386789835,0.03812541892
mcdonald's has a burger filled with nutella. see example( s ),6289,unrelated,0.16747194099999999,0.03043780375,0.33148347115,0.47060679920000004
"panhandling is a lucrative business, averaging an hourly rate of $50. see example( s )",6290,unrelated,0.404142455,0.023282372000000003,0.113282502,0.45929273465000003
"panhandling is a lucrative business, averaging an hourly rate of $50. see example( s )",6291,agree,0.31490061,0.18750275425000001,0.2167414525,0.28085518642499996
"panhandling is a lucrative business, averaging an hourly rate of $50. see example( s )",6292,unrelated,0.2778100025,0.2287407885,0.0727678965,0.4206812999999999
"panhandling is a lucrative business, averaging an hourly rate of $50. see example( s )",6293,unrelated,0.11520791279999999,0.044287246579999995,0.029878481725,0.8106263499999999
"panhandling is a lucrative business, averaging an hourly rate of $50. see example( s )",6294,discuss,0.174811315,0.36590330950000005,0.40323257,0.0560528375
a hot microphone picked up president obama telling russian president dmitri medvedev he would have more flexibility to negotiate on issues like missile defense after the 2012 election.,6295,discuss,0.14993729,0.3863923803500001,0.41056822,0.05310211502735
a hot microphone picked up president obama telling russian president dmitri medvedev he would have more flexibility to negotiate on issues like missile defense after the 2012 election.,6296,agree,0.5554860349999999,0.21685649285,0.1053927225,0.122264728391
a hot microphone picked up president obama telling russian president dmitri medvedev he would have more flexibility to negotiate on issues like missile defense after the 2012 election.,6297,agree,0.6393810950000001,0.103546025,0.0765760661,0.180496855166
donald trump said that he believes that the earth is flat.,6298,discuss,0.11502099825,0.31161086635,0.5106055450000001,0.06276259668399999
every high school marching band in washington d.c. is boycotting donald trump's inauguration.,6299,agree,0.48646438,0.271088775,0.201465027,0.040981819145
women need more sleep than men because their brains get more use on a day-to-day basis. see example( s ),6300,discuss,0.249093305,0.0513891423,0.5115355549999999,0.18798198719999998
women need more sleep than men because their brains get more use on a day-to-day basis. see example( s ),6301,unrelated,0.2148718233,0.249839775075,0.02384877798,0.5114396274999999
women need more sleep than men because their brains get more use on a day-to-day basis. see example( s ),6302,agree,0.461304295,0.15094816249999998,0.324472205,0.063275293
women need more sleep than men because their brains get more use on a day-to-day basis. see example( s ),6303,discuss,0.230702822,0.11925502345,0.4839347615,0.16610737098
women need more sleep than men because their brains get more use on a day-to-day basis. see example( s ),6304,discuss,0.3397061685,0.057157634255,0.55617301,0.046963197005000006
women need more sleep than men because their brains get more use on a day-to-day basis. see example( s ),6305,agree,0.6749707349999999,0.09671764699999999,0.084827532,0.1434840777196
women need more sleep than men because their brains get more use on a day-to-day basis. see example( s ),6306,agree,0.708808155,0.118758775,0.08854453500000001,0.08388853948000001
a law professor is working to take donald trump's election win away by appealing to electoral college voters. see example( s ),6307,discuss,0.11371200599999999,0.069492868,0.5156127014999999,0.301182408
a law professor is working to take donald trump's election win away by appealing to electoral college voters. see example( s ),6308,agree,0.6915637,0.07429703630000001,0.1208087415,0.113330532
"an indiana man filmed comcast xfinity repairmen causing automobile accidents, then refusing to take responsibility. see example( s )",6309,discuss,0.1394793015,0.19753641414999998,0.3680324048,0.29495185575
"an indiana man filmed comcast xfinity repairmen causing automobile accidents, then refusing to take responsibility. see example( s )",6310,unrelated,0.00190517065,0.02541394235,0.007052637,0.965628205
president-elect donald trump appointed kanye west to a cabinet position. see example( s ),6311,discuss,0.30324591,0.13516906235,0.4435526149999999,0.118032419
president-elect donald trump appointed kanye west to a cabinet position. see example( s ),6312,agree,0.46052374,0.0366758685,0.154983023,0.34781739540650003
president-elect donald trump appointed kanye west to a cabinet position. see example( s ),6313,discuss,0.16782146999999994,0.25694786379999995,0.50082515,0.07440551634999999
"victims of atrocities in syria are being ""recycled"" by anti-government activists.",6314,discuss,0.08507297,0.03605064665,0.48502204,0.39385433
"victims of atrocities in syria are being ""recycled"" by anti-government activists.",6315,unrelated,0.2164611535,0.0172173777,0.36667256,0.3996489085
"victims of atrocities in syria are being ""recycled"" by anti-government activists.",6316,unrelated,0.054344253537500005,0.017069844759899998,0.42541869904,0.50316724765
"victims of atrocities in syria are being ""recycled"" by anti-government activists.",6317,unrelated,0.014375382915,0.011404723352350002,0.0411192739825,0.93310063
"victims of atrocities in syria are being ""recycled"" by anti-government activists.",6318,discuss,0.115642635,0.0436391095,0.53400022,0.30671802154999994
"victims of atrocities in syria are being ""recycled"" by anti-government activists.",6319,discuss,0.08816624699999999,0.01875753325,0.51126641,0.38180983
"victims of atrocities in syria are being ""recycled"" by anti-government activists.",6320,unrelated,0.07907974932999999,0.027898571620000003,0.3276606215000001,0.56536104
"victims of atrocities in syria are being ""recycled"" by anti-government activists.",6321,unrelated,0.082827872071375,0.044643353798545005,0.26031515923090004,0.6122135999999999
"victims of atrocities in syria are being ""recycled"" by anti-government activists.",6322,unrelated,0.054338121898,0.01707452803,0.4253966797185,0.50319068265
"victims of atrocities in syria are being ""recycled"" by anti-government activists.",6323,discuss,0.17081649799999998,0.0069115899,0.7633531,0.0589188395
"victims of atrocities in syria are being ""recycled"" by anti-government activists.",6324,unrelated,0.0665190852075,0.0136715254365,0.417185733129,0.5026236048
"hours after massachusetts legalized recreational marijuana, the state had its first cannabis overdose. see example( s )",6325,agree,0.5505445649999999,0.03107965,0.37737938,0.04099641
"hours after massachusetts legalized recreational marijuana, the state had its first cannabis overdose. see example( s )",6326,unrelated,0.1530685675865,0.0040296405305,0.0039778543700000005,0.8389239500000001
a video shows a driverless uber running a red light in san francisco.,6327,unrelated,0.283203375,0.13087749199999998,0.22943574600000002,0.3564833350525
a video shows a driverless uber running a red light in san francisco.,6328,unrelated,0.349310257,0.01354426065,0.150692370815,0.48645308769550005
a video shows a driverless uber running a red light in san francisco.,6329,agree,0.43760905,0.247621607,0.073525706,0.2412436305
a video shows a driverless uber running a red light in san francisco.,6330,unrelated,0.018213941299999998,0.0133808102,0.42797757854999996,0.54042766
a video shows a driverless uber running a red light in san francisco.,6331,discuss,0.07706848,0.07343869135,0.466394871,0.38309795825000004
a video shows a driverless uber running a red light in san francisco.,6332,discuss,0.116796025,0.283710362,0.4461302635,0.1533633425
"a video showing an airplane losing altitude and then crashing in pakistan is ""disappearing from the internet.""",6333,unrelated,0.18710324203499998,0.03662359115953,0.016603992090000002,0.7596691849999999
"a video showing an airplane losing altitude and then crashing in pakistan is ""disappearing from the internet.""",6334,unrelated,0.229585348,0.01509871824,0.017185937999999998,0.738129975
"keanu reeves overcame a series of tragic events in his life, before and after becoming a wealthy movie star.",6335,agree,0.6409651999999999,0.07404857849999999,0.256638892,0.02834731865
"keanu reeves overcame a series of tragic events in his life, before and after becoming a wealthy movie star.",6336,discuss,0.33876360000000005,0.21339228600000001,0.39895198200000004,0.04889215059
"keanu reeves overcame a series of tragic events in his life, before and after becoming a wealthy movie star.",6337,agree,0.456458075,0.0271351997,0.39911364,0.117293085875
"keanu reeves overcame a series of tragic events in his life, before and after becoming a wealthy movie star.",6338,unrelated,0.1875780393,0.037452680574,0.021666989635,0.7533023299999999
"keanu reeves overcame a series of tragic events in his life, before and after becoming a wealthy movie star.",6339,agree,0.6342055999999999,0.062000135,0.17396188199999998,0.12983236162
"keanu reeves overcame a series of tragic events in his life, before and after becoming a wealthy movie star.",6340,discuss,0.30216496000000004,0.09402184835,0.48547494,0.1183382821
"keanu reeves overcame a series of tragic events in his life, before and after becoming a wealthy movie star.",6341,discuss,0.315173115,0.045784815,0.37891929999999996,0.260122762
"keanu reeves overcame a series of tragic events in his life, before and after becoming a wealthy movie star.",6342,agree,0.430037915,0.091651584,0.23275890100000002,0.24555164855
spraying a mixture of vinegar and water on your car's windshield will effectively help de-ice it. see example( s ),6343,unrelated,0.314945372,0.01054352815,0.201343568806,0.47316751511000005
transcript reproduces ben stein's television commentary about the observance of christmas. see example( s ),6344,unrelated,0.05623737199,0.360643079541,0.0189929254,0.56412664
transcript reproduces ben stein's television commentary about the observance of christmas. see example( s ),6345,unrelated,0.0297722,0.44124512997000004,0.0019169642999999998,0.5270656475
"h.r. 4919, passed on 8 december 2016, allows the microchipping of ""mentally disabled"" citizens such as patients with autism and alzheimer's disease.",6346,unrelated,0.195854845,0.1087928215,0.32682397675,0.36852833775
"h.r. 4919, passed on 8 december 2016, allows the microchipping of ""mentally disabled"" citizens such as patients with autism and alzheimer's disease.",6347,agree,0.431035705,0.04414355045,0.1689463435,0.35587442107
"h.r. 4919, passed on 8 december 2016, allows the microchipping of ""mentally disabled"" citizens such as patients with autism and alzheimer's disease.",6348,discuss,0.0733450415,0.43407623695,0.4391641738,0.05341455045
"h.r. 4919, passed on 8 december 2016, allows the microchipping of ""mentally disabled"" citizens such as patients with autism and alzheimer's disease.",6349,unrelated,0.0793317325,0.121336324225,0.0230490065,0.7762829199999999
"h.r. 4919, passed on 8 december 2016, allows the microchipping of ""mentally disabled"" citizens such as patients with autism and alzheimer's disease.",6350,unrelated,0.08522671335000001,0.07019549309999999,0.415429096,0.4291486495
"h.r. 4919, passed on 8 december 2016, allows the microchipping of ""mentally disabled"" citizens such as patients with autism and alzheimer's disease.",6351,unrelated,0.1062934059,0.021278271,0.38411302350000004,0.4883152765
charleston church shooter dylann roof is actually a former child star and crisis actor named john christian graas. see example( s ),6352,unrelated,0.28591751,0.10790029279999999,0.277015104,0.32916706325
charleston church shooter dylann roof is actually a former child star and crisis actor named john christian graas. see example( s ),6353,discuss,0.231673235,0.2425358527,0.27196321535,0.2538276375
charleston church shooter dylann roof is actually a former child star and crisis actor named john christian graas. see example( s ),6354,unrelated,0.237708415,0.028162413000000008,0.33961588899999995,0.394513268
charleston church shooter dylann roof is actually a former child star and crisis actor named john christian graas. see example( s ),6355,discuss,0.22558092,0.258440596,0.34378964700000003,0.1721888475
charleston church shooter dylann roof is actually a former child star and crisis actor named john christian graas. see example( s ),6356,unrelated,0.19157123856015,0.03820806388195,0.02569955879185,0.74452116
"donald trump sent a tweet with the word ""unprecedented"" incorrectly spelled ""unpresidented.""",6357,unrelated,0.28722952100000004,0.052746134050000004,0.052479290000000005,0.6075450450000001
no celebrities are willing to perform for trump's inauguration.,6358,agree,0.68550002,0.030535245699999998,0.15662647300000002,0.12733823612470002
"a photograph depicts a salvation army bellringer holding a sign stating the group helps people, ""just not the gays.""",6359,unrelated,0.13535372801000006,0.050415204667,0.013605002799999998,0.8006260199999999
"a photograph depicts a salvation army bellringer holding a sign stating the group helps people, ""just not the gays.""",6360,agree,0.5454806350000001,0.049745718499999994,0.36533518,0.03943845585
"john kasich said if women can't be trusted to ""keep their legs closed,"" then they are unfit to choose abortion. see example( s )",6361,unrelated,0.321214425,0.047519823499999995,0.23306169149999997,0.39820405065
"a forthcoming russian reality show called ""game2: winter"" will permit contestants to commit crimes, including rape and murder. see example( s )",6362,agree,0.601102185,0.16125019965,0.08421287350000001,0.1534347861075
"a forthcoming russian reality show called ""game2: winter"" will permit contestants to commit crimes, including rape and murder. see example( s )",6363,discuss,0.28490063,0.067480535,0.48512825299999995,0.1624905310855
"the search-and-rescue organization in syria, the white helmets, is linked to terrorists.",6364,unrelated,0.0002166437862,0.0020077576418,7.670016159999999e-05,0.997698835
"the search-and-rescue organization in syria, the white helmets, is linked to terrorists.",6365,unrelated,0.33980042790000003,0.030958448375,0.041991242699999994,0.5872498399999999
"the search-and-rescue organization in syria, the white helmets, is linked to terrorists.",6366,agree,0.5189367549999999,0.0596983675,0.40952103,0.01184387
"the search-and-rescue organization in syria, the white helmets, is linked to terrorists.",6367,unrelated,0.00026031607999999997,0.0006635903002499999,1.051455925e-05,0.99906555
"the search-and-rescue organization in syria, the white helmets, is linked to terrorists.",6368,unrelated,0.414001733265,0.031984210957,0.05489282425,0.49912123235
"the search-and-rescue organization in syria, the white helmets, is linked to terrorists.",6369,agree,0.7370741999999999,0.0370475835,0.22087752850000006,0.0050006892
bee sting venom can kill hiv. see example( s ),6370,disagree,0.1283044955,0.47533998310000003,0.02142298925,0.3749325115
bee sting venom can kill hiv. see example( s ),6371,agree,0.35792349,0.151801785,0.16348379215,0.32679091730000004
"a video shows chelsea, bill, and hillary clinton prematurely celebrating a presidential election victory on 8 november 2016.",6372,unrelated,0.20676981789999999,0.231715910335,0.008377741800000001,0.55313652
"a video shows chelsea, bill, and hillary clinton prematurely celebrating a presidential election victory on 8 november 2016.",6373,agree,0.413897595,0.082988955,0.15825130199999998,0.34486219395
"a video shows chelsea, bill, and hillary clinton prematurely celebrating a presidential election victory on 8 november 2016.",6374,agree,0.667753015,0.159554169,0.111895115,0.06079768138
the staff at a restaurant in hawaii walked out in protest over president obama's visit.,6375,unrelated,0.40693227891,0.0184460780589,0.021914351705,0.552707275
an e-mail published by wikileaks revealed that three prominent republicans were on hillary clinton's payroll.,6376,agree,0.58645754,0.09234596,0.05251425,0.26868227
"u.s. national security agencies went on ""high alert"" after president-elect donald trump was caught telling ""a dangerous lie.""",6377,unrelated,0.401311565,0.040473967,0.12169887734999997,0.43651557405
"u.s. national security agencies went on ""high alert"" after president-elect donald trump was caught telling ""a dangerous lie.""",6378,unrelated,0.392412243,0.06568344100000001,0.097894051,0.4440103209999999
"u.s. national security agencies went on ""high alert"" after president-elect donald trump was caught telling ""a dangerous lie.""",6379,unrelated,0.28442142,0.12370759099999999,0.16876253149999998,0.423108489
coiled mattresses cause cancer by amplifying radio waves. see example( s ),6380,disagree,0.39398075,0.4469915864999999,0.13806126000000002,0.020966378985
coiled mattresses cause cancer by amplifying radio waves. see example( s ),6381,disagree,0.25907169,0.394592985,0.24036087,0.1059744537
coiled mattresses cause cancer by amplifying radio waves. see example( s ),6382,unrelated,0.1952015030135,0.2738847178525,0.016794085875,0.514119722
coiled mattresses cause cancer by amplifying radio waves. see example( s ),6383,disagree,0.272600653,0.4305411000000001,0.2640176795,0.0328405845
"on 19 december 2016 an amateur photographer snapped pictures of snow on the ground of the algerian city of ain sefra, which borders the sahara desert.",6384,unrelated,0.16949128534175,0.026274791950665004,0.004338985056999999,0.7998949000000001
"on 19 december 2016 an amateur photographer snapped pictures of snow on the ground of the algerian city of ain sefra, which borders the sahara desert.",6385,discuss,0.31282668,0.048094884500000004,0.39239994100000003,0.24667853275
adam saleh was ejected from a delta flight for speaking arabic. see example( s ),6386,discuss,0.1341697035,0.24725113850000002,0.3971920915,0.22138706274999997
adam saleh was ejected from a delta flight for speaking arabic. see example( s ),6387,unrelated,0.16976615835,0.01027880389,0.3412291365000001,0.4787259506
adam saleh was ejected from a delta flight for speaking arabic. see example( s ),6388,disagree,0.219008686,0.42958288915,0.307586172,0.043822231085
adam saleh was ejected from a delta flight for speaking arabic. see example( s ),6389,unrelated,0.12145125835000001,0.01014812852,0.3896159365,0.47878469165
"representative mick mulvaney, who was recently selected as the trump administration's nominee for director of the office of management and budget, one posed the question “do we really need government-funded research at all?” on facebook.",6390,unrelated,0.10912572,0.165750974865,0.337098661,0.388024625
"representative mick mulvaney, who was recently selected as the trump administration's nominee for director of the office of management and budget, one posed the question “do we really need government-funded research at all?” on facebook.",6391,unrelated,0.40139800937,0.019120366242500002,0.030637563849999997,0.548844055
"representative mick mulvaney, who was recently selected as the trump administration's nominee for director of the office of management and budget, one posed the question “do we really need government-funded research at all?” on facebook.",6392,disagree,0.09181539300000001,0.4570163572,0.4259611595,0.0252070616585
"representative mick mulvaney, who was recently selected as the trump administration's nominee for director of the office of management and budget, one posed the question “do we really need government-funded research at all?” on facebook.",6393,disagree,0.00423776165,0.4954386320205,0.00840885225,0.49191472915
"representative mick mulvaney, who was recently selected as the trump administration's nominee for director of the office of management and budget, one posed the question “do we really need government-funded research at all?” on facebook.",6394,discuss,0.12798583,0.202335824475,0.4736706625,0.1960076820475
"representative mick mulvaney, who was recently selected as the trump administration's nominee for director of the office of management and budget, one posed the question “do we really need government-funded research at all?” on facebook.",6395,disagree,0.0104771655,0.476970382665,0.0366429923,0.475909498
"cavities are contagious, primarily between intimate partners or children and caregivers. see example( s )",6396,unrelated,0.3791505650000001,0.008457636434999999,0.037564337,0.574827465
"cavities are contagious, primarily between intimate partners or children and caregivers. see example( s )",6397,agree,0.513172275,0.00830118635,0.39674430299999996,0.08178221094
"cavities are contagious, primarily between intimate partners or children and caregivers. see example( s )",6398,agree,0.491264185,0.0048739496,0.44055715700000003,0.06330471
"cavities are contagious, primarily between intimate partners or children and caregivers. see example( s )",6399,agree,0.48372408,0.008054162154999999,0.4445740715,0.06364763619
"cavities are contagious, primarily between intimate partners or children and caregivers. see example( s )",6400,agree,0.60147369,0.0018035883199999999,0.37754200600000004,0.0191806685
"cavities are contagious, primarily between intimate partners or children and caregivers. see example( s )",6401,agree,0.64988793,0.017208639980000003,0.222998788,0.109904628
"cavities are contagious, primarily between intimate partners or children and caregivers. see example( s )",6402,unrelated,0.12362592035,0.35046184702965,0.02393555835,0.5019767039999999
"cavities are contagious, primarily between intimate partners or children and caregivers. see example( s )",6403,discuss,0.20708290350000005,0.11578175115,0.4001963965,0.276939005
"cavities are contagious, primarily between intimate partners or children and caregivers. see example( s )",6404,discuss,0.23037184600000002,0.21891885173749998,0.38098571700000006,0.16972356700000002
"the ""darkest night in 500 years"" will take place on 20 december 2016 due to a lunar eclipse. see example( s )",6405,agree,0.380375275,0.09310909052500001,0.34183843,0.18467715875
"the ""darkest night in 500 years"" will take place on 20 december 2016 due to a lunar eclipse. see example( s )",6406,discuss,0.12906478,0.023801114284999998,0.4488171885,0.3983168655000001
donald trump threatened via twitter to arrest actor alec baldwin for sedition.,6407,agree,0.383382455,0.03965324385,0.345062085,0.23190219
vladimir putin said that 'isis will regret' assassinating a russian ambassador since he is 'not obama' and this is 'not benghazi.',6408,discuss,0.304434385,0.3047725950000001,0.36215297799999996,0.028640029841000007
former new york city mayor rudy giuliani was suspended from twitter after sending messages about pizzagate.,6409,discuss,0.150875332,0.057608850149999995,0.499904615,0.29161117306300005
"'the daily stormer' called for a retaliatory 'troll storm' against jews in whitefish, montana, whom they accused of causing economic hardship to the parents of white supremacist richard spencer. see example( s )",6410,discuss,0.1664413865,0.22451837333500002,0.49981206,0.1092281611565
"'the daily stormer' called for a retaliatory 'troll storm' against jews in whitefish, montana, whom they accused of causing economic hardship to the parents of white supremacist richard spencer. see example( s )",6411,discuss,0.35915939500000005,0.09315666985,0.3718601125000001,0.175823849485
"the flight crew of air force one refused to fly president obama 6,000 miles to play a round of golf.",6412,unrelated,0.2214972855,0.09292553466,0.01846492365,0.667112285
"the flight crew of air force one refused to fly president obama 6,000 miles to play a round of golf.",6413,agree,0.5817927700000001,0.0248487975,0.28935888499999995,0.1039995703
"salt lamps, because they emit negatively charged ions, impart myriad health benefits including reduced anxiety, improved sleep, increased energy, and protection from an “electric smog.”",6414,discuss,0.30791849,0.0239468083,0.34317194300000003,0.32496274686500004
"salt lamps, because they emit negatively charged ions, impart myriad health benefits including reduced anxiety, improved sleep, increased energy, and protection from an “electric smog.”",6415,discuss,0.337098935,0.2581592233,0.395602238,0.009139589699999999
"salt lamps, because they emit negatively charged ions, impart myriad health benefits including reduced anxiety, improved sleep, increased energy, and protection from an “electric smog.”",6416,unrelated,0.049929163755,0.0101431240136,0.0028467067,0.9370809999999999
"salt lamps, because they emit negatively charged ions, impart myriad health benefits including reduced anxiety, improved sleep, increased energy, and protection from an “electric smog.”",6417,agree,0.465535565,0.02636713465,0.10179248,0.406304815
"salt lamps, because they emit negatively charged ions, impart myriad health benefits including reduced anxiety, improved sleep, increased energy, and protection from an “electric smog.”",6418,agree,0.58173297,0.0428035245,0.23961763000000005,0.135845874
"salt lamps, because they emit negatively charged ions, impart myriad health benefits including reduced anxiety, improved sleep, increased energy, and protection from an “electric smog.”",6419,unrelated,0.000110826455,0.00027746820675000005,0.000195052035,0.99941663
"salt lamps, because they emit negatively charged ions, impart myriad health benefits including reduced anxiety, improved sleep, increased energy, and protection from an “electric smog.”",6420,unrelated,0.3165046750000001,0.090424468,0.08745962300000001,0.50561123
"salt lamps, because they emit negatively charged ions, impart myriad health benefits including reduced anxiety, improved sleep, increased energy, and protection from an “electric smog.”",6421,agree,0.46536325,0.35023342134999996,0.14088218000000002,0.04352110825
"salt lamps, because they emit negatively charged ions, impart myriad health benefits including reduced anxiety, improved sleep, increased energy, and protection from an “electric smog.”",6422,agree,0.395806625,0.1440471095,0.35617489,0.10397140650000003
a video shows 'jihadi' parents bidding farewell to their two children before one of them blew herself up in a suicide bomb attack.,6423,agree,0.57086077,0.00929308066,0.4031895975,0.016656595138000004
"led by president obama, the united nations ordered the u.s. to pay reparations to african americans for slavery.",6424,unrelated,0.314996715,0.033173925,0.2492159575,0.40261337615
an habitual alcohol abuser lost his penis to frostbite after a drunken sexual encounter with a snowman. see example( s ),6425,unrelated,0.19717679475000002,0.02937911,0.0377770246,0.735667025
an habitual alcohol abuser lost his penis to frostbite after a drunken sexual encounter with a snowman. see example( s ),6426,unrelated,0.1153831644804,0.0721011690057,0.02188918333975,0.79062645
an habitual alcohol abuser lost his penis to frostbite after a drunken sexual encounter with a snowman. see example( s ),6427,unrelated,0.167181018658,0.03222986234315,0.022257307855,0.77833183
an habitual alcohol abuser lost his penis to frostbite after a drunken sexual encounter with a snowman. see example( s ),6428,unrelated,0.2184465983,0.01836208199,0.02762715385,0.73556412
an habitual alcohol abuser lost his penis to frostbite after a drunken sexual encounter with a snowman. see example( s ),6429,agree,0.4433861925,0.00920586925,0.4207810505,0.12662687
"officials from kuwait canceled a event planned for the four seasons in order to book it at a trump property due to ""political pressure."" see example( s )",6430,discuss,0.26778136,0.31835316700000005,0.37101987,0.042845582039999996
"officials from kuwait canceled a event planned for the four seasons in order to book it at a trump property due to ""political pressure."" see example( s )",6431,agree,0.63651094,0.096110728,0.135940742,0.13143765111000005
"centerville elementary school in lancaster, pennsylvania, canceled a christmas play because two parents complained about reference to god.",6432,discuss,0.36423709,0.0262905565,0.38544218700000005,0.224030207382
donald jr. and eric trump sold access to their father via an expensive hunting fundraiser. see example( s ),6433,discuss,0.118396222,0.2201489869,0.3989513915,0.26250339033000003
donald jr. and eric trump sold access to their father via an expensive hunting fundraiser. see example( s ),6434,agree,0.54888689,0.07729483200000001,0.1222053065,0.2516130158
donald jr. and eric trump sold access to their father via an expensive hunting fundraiser. see example( s ),6435,agree,0.6065599549999999,0.0347531225,0.0213457325,0.337341184755
donald jr. and eric trump sold access to their father via an expensive hunting fundraiser. see example( s ),6436,unrelated,0.0008429574,0.005882927065000001,0.02314583995,0.97012823
facebook soon plans to charge fees to users of the social network.,6437,discuss,0.2506622615,0.19761588725,0.415448805,0.13627311
facebook soon plans to charge fees to users of the social network.,6438,agree,0.43275537,0.132768975,0.337272175,0.0972034830285
"a new trend in carjacking involves the theft of your license plates by robbers who later lure you into a carjacking by pretending they ""found"" your tags. see example( s )",6439,discuss,0.4390718624999999,0.040340857,0.489903545,0.03068373695
"a new trend in carjacking involves the theft of your license plates by robbers who later lure you into a carjacking by pretending they ""found"" your tags. see example( s )",6440,agree,0.6280942850000001,0.0244677315,0.296338246,0.051099668499999994
